epoch,train_loss,val_loss,val_AUROC,aspect,dataset,variant,seed,done
3,0.4784788990274389,0.4899391084909439,0.646428906490826,A4,rel-trial,L8,43,False
4,0.4690480327352564,0.48971275240182877,0.6713530707338757,A4,rel-trial,L8,43,False
5,0.4642062060376431,0.48836376518011093,0.6678148133256494,A4,rel-trial,L8,43,True
1,0.49647842252508123,0.4912893697619438,0.6413091552410438,A4,rel-trial,L8,44,False
2,0.48052336307282145,0.5009491518139839,0.6651879252498447,A4,rel-trial,L8,44,False
3,0.4709607134474085,0.4776739105582237,0.6748198481944612,A4,rel-trial,L8,44,False
4,0.4632034675872072,0.4904600903391838,0.6789612176609081,A4,rel-trial,L8,44,False
5,0.4571992831027254,0.4837821125984192,0.6713307332502378,A4,rel-trial,L8,44,True
1,0.4953336836175716,0.498087614774704,0.6358096667694192,A4,rel-trial,L1-skip,42,False
2,0.4774185723446785,0.49827709794044495,0.6311634701727582,A4,rel-trial,L1-skip,42,False
3,0.4675488611485096,0.4857080429792404,0.6598045916931367,A4,rel-trial,L1-skip,42,False
4,0.4615851596314856,0.4832049831748009,0.6585536926094202,A4,rel-trial,L1-skip,42,False
5,0.4587249502222589,0.4971519783139229,0.6656972198767864,A4,rel-trial,L1-skip,42,True
1,0.492864819917273,0.4984886795282364,0.622286554175099,A4,rel-trial,L1-skip,43,False
2,0.47651397547823315,0.5013524070382118,0.6536081737320127,A4,rel-trial,L1-skip,43,False
3,0.46857947428175745,0.49354275315999985,0.6507936507936508,A4,rel-trial,L1-skip,43,False
4,0.4638392519443593,0.4879390001296997,0.6500520463368762,A4,rel-trial,L1-skip,43,True
1,0.49321562368819055,0.49521221220493317,0.6278083801303616,A4,rel-trial,L1-skip,44,False
2,0.47409573641229186,0.4860430434346199,0.6569230563038613,A4,rel-trial,L1-skip,44,False
3,0.46559295882569984,0.4876527637243271,0.6495874266772099,A4,rel-trial,L1-skip,44,False
4,0.46244003354234897,0.4857228100299835,0.6607159610255585,A4,rel-trial,L1-skip,44,False
5,0.4557677057195217,0.48390132188796997,0.6610912307506736,A4,rel-trial,L1-skip,44,True
1,0.49308006180093644,0.5007379055023193,0.6553013549917575,A4,rel-trial,L2-skip,42,False
2,0.47641485929489136,0.4812154769897461,0.6675556985154509,A4,rel-trial,L2-skip,42,False
3,0.46243556826672655,0.49495191872119904,0.6664834993008368,A4,rel-trial,L2-skip,42,False
4,0.4562086450292709,0.4828232377767563,0.6811413560639568,A4,rel-trial,L2-skip,42,False
5,0.45425925673322476,0.4830273538827896,0.6626235821282261,A4,rel-trial,L2-skip,42,True
1,0.49516178762659113,0.4993007853627205,0.6146784072480667,A4,rel-trial,L2-skip,43,False
2,0.47521436087628627,0.47743404656648636,0.6775271512113618,A4,rel-trial,L2-skip,43,False
3,0.4671480338624183,0.47708237171173096,0.6767900142513147,A4,rel-trial,L2-skip,43,False
4,0.4560397685842311,0.4870179295539856,0.6801093643198906,A4,rel-trial,L2-skip,43,False
5,0.4516234746638765,0.474868543446064,0.6731445369216267,A4,rel-trial,L2-skip,43,True
1,0.4922797641855605,0.49389704316854477,0.6578925030937415,A4,rel-trial,L2-skip,44,False
2,0.47008508190195614,0.48126687854528427,0.6739665563194975,A4,rel-trial,L2-skip,44,False
3,0.46189499091594777,0.481900118291378,0.6662735269546415,A4,rel-trial,L2-skip,44,False
4,0.4562459480255208,0.4912946745753288,0.6880749109851277,A4,rel-trial,L2-skip,44,False
5,0.4516687380506637,0.47594165056943893,0.6774914112375413,A4,rel-trial,L2-skip,44,True
1,0.49051486050828974,0.49127719551324844,0.6588038724261633,A4,rel-trial,L3-skip,42,False
2,0.472412146152334,0.4853835701942444,0.6613414105674168,A4,rel-trial,L3-skip,42,False
3,0.4637387426609689,0.5052021816372871,0.682959627232073,A4,rel-trial,L3-skip,42,False
4,0.459828201760637,0.47705981135368347,0.6766157818789398,A4,rel-trial,L3-skip,42,False
5,0.45317494552186194,0.504339799284935,0.6728228771572424,A4,rel-trial,L3-skip,42,True
1,0.49834614611686545,0.5004861205816269,0.6463082840791818,A4,rel-trial,L3-skip,43,False
2,0.4759830762731268,0.49765003472566605,0.6671402213197879,A4,rel-trial,L3-skip,43,False
3,0.46771492222522165,0.4777173772454262,0.6784474555372388,A4,rel-trial,L3-skip,43,False
4,0.457573228059931,0.5116331353783607,0.6745652008809904,A4,rel-trial,L3-skip,43,False
5,0.4547032251002941,0.48080291599035263,0.6730417844968928,A4,rel-trial,L3-skip,43,True
1,0.4983730043502564,0.49904175847768784,0.6176537600686207,A4,rel-trial,L3-skip,44,False
2,0.4748595008190642,0.4871848523616791,0.652774985592323,A4,rel-trial,L3-skip,44,False
3,0.46550038139870825,0.4813838452100754,0.6695839420297625,A4,rel-trial,L3-skip,44,False
4,0.46033779737797187,0.4923959821462631,0.6771652839764295,A4,rel-trial,L3-skip,44,False
5,0.45573493711491847,0.4814707636833191,0.6848717158314682,A4,rel-trial,L3-skip,44,True
1,0.49892273291628414,0.4976123422384262,0.6310785877349345,A4,rel-trial,L4-skip,42,False
2,0.47595647040833816,0.48657894134521484,0.6686681052006129,A4,rel-trial,L4-skip,42,False
3,0.46547627892900023,0.49777475744485855,0.6523706771384791,A4,rel-trial,L4-skip,42,False
4,0.4569312143833079,0.4927673190832138,0.6782240807008608,A4,rel-trial,L4-skip,42,False
5,0.45630056617107795,0.4831163063645363,0.6702339628036222,A4,rel-trial,L4-skip,42,True
1,0.5000555394811833,0.4978906437754631,0.6140216852291156,A4,rel-trial,L4-skip,43,False
2,0.4786053236494673,0.48314109444618225,0.6618104977238105,A4,rel-trial,L4-skip,43,False
3,0.4644197872344484,0.48369335383176804,0.6750700280112044,A4,rel-trial,L4-skip,43,False
4,0.46211387312158625,0.49328435212373734,0.6643480358650637,A4,rel-trial,L4-skip,43,False
5,0.45306185331750426,0.48130665719509125,0.6710984234204049,A4,rel-trial,L4-skip,43,True
1,0.4986197384113961,0.4939325600862503,0.6330174813146949,A4,rel-trial,L4-skip,44,False
2,0.4759315886396043,0.48600829392671585,0.6600994464771555,A4,rel-trial,L4-skip,44,False
3,0.4676707925948691,0.47673817723989487,0.6792828774252924,A4,rel-trial,L4-skip,44,False
4,0.4593528750094962,0.47645680606365204,0.6764013420360169,A4,rel-trial,L4-skip,44,False
5,0.45504607038295014,0.47086844593286514,0.6883340257953261,A4,rel-trial,L4-skip,44,True
1,0.5084690375530974,0.5028842017054558,0.6016199143134129,A4,rel-trial,L6-skip,42,False
2,0.4832909069162734,0.5339010655879974,0.673738713986392,A4,rel-trial,L6-skip,42,False
3,0.47156841260321597,0.49387461692094803,0.6591702071578234,A4,rel-trial,L6-skip,42,False
4,0.4613802490082193,0.482304148375988,0.6796894196275002,A4,rel-trial,L6-skip,42,False
5,0.45471942361364975,0.47730132937431335,0.6736873377740251,A4,rel-trial,L6-skip,42,True
1,0.5037111031248215,0.5118125528097153,0.6355103444886727,A4,rel-trial,L6-skip,43,False
2,0.47862859102005656,0.47818680107593536,0.674538395900625,A4,rel-trial,L6-skip,43,False
3,0.46626252443232435,0.48129142820835114,0.6634187965457315,A4,rel-trial,L6-skip,43,False
4,0.4612427277767912,0.48236552625894547,0.670327780234901,A4,rel-trial,L6-skip,43,True
1,0.5118121796465934,0.5002074390649796,0.6294747564097409,A4,rel-trial,L6-skip,44,False
2,0.4781172535520919,0.49639056622982025,0.6347061950777121,A4,rel-trial,L6-skip,44,False
3,0.47021636113207393,0.49058685451745987,0.6517273576097106,A4,rel-trial,L6-skip,44,False
4,0.4638931072772817,0.48780999332666397,0.6583928627272282,A4,rel-trial,L6-skip,44,False
5,0.4563292962439517,0.4843497797846794,0.658232032845036,A4,rel-trial,L6-skip,44,True
1,0.5310542120578441,0.5013284087181091,0.6127841886355818,A4,rel-trial,L8-skip,42,False
2,0.4869064098977028,0.48565730452537537,0.6585626276028753,A4,rel-trial,L8-skip,42,False
3,0.4739690537148334,0.4837943837046623,0.6602915488364406,A4,rel-trial,L8-skip,42,False
4,0.4670448322245415,0.48916589468717575,0.6532105665232601,A4,rel-trial,L8-skip,42,False
5,0.46074735801270666,0.4827476665377617,0.6773439838455318,A4,rel-trial,L8-skip,42,True
1,0.5208996255347069,0.5078896880149841,0.604675682075063,A4,rel-trial,L8-skip,43,False
2,0.49080754467781557,0.4937228262424469,0.651803305054079,A4,rel-trial,L8-skip,43,False
3,0.4745387352527456,0.48438001424074173,0.6609080633848436,A4,rel-trial,L8-skip,43,False
4,0.46669682796965256,0.4969406798481941,0.6579014380871966,A4,rel-trial,L8-skip,43,False
5,0.45933142811694044,0.47700317949056625,0.6799530019344262,A4,rel-trial,L8-skip,43,True
1,0.5383225590624707,0.51173335313797,0.6026072310902033,A4,rel-trial,L8-skip,44,False
2,0.4906421893454613,0.4943559840321541,0.6394908840729274,A4,rel-trial,L8-skip,44,False
3,0.4748431773895913,0.4864674508571625,0.6459598193344325,A4,rel-trial,L8-skip,44,False
4,0.4656764376670756,0.4819871783256531,0.6602424063724375,A4,rel-trial,L8-skip,44,False
5,0.46272418156583256,0.48540662974119186,0.667939903234021,A4,rel-trial,L8-skip,44,True
1,1.3167316019535065,1.023614913225174,0.6903843327454439,A3,rel-stack,id,42,False
2,1.2870446840922039,0.959657683968544,0.7225069811875366,A3,rel-stack,id,42,False
3,1.1269162992636363,0.8957199603319168,0.7423023221634333,A3,rel-stack,id,42,False
4,0.8136115968227386,1.1493099480867386,0.7235174162257496,A3,rel-stack,id,42,False
5,0.4387091075380643,1.4288278818130493,0.7057796884185772,A3,rel-stack,id,42,False
6,0.23704569538434347,2.829187035560608,0.6776712228101117,A3,rel-stack,id,42,True
1,1.3197658856709797,1.0370622873306274,0.6824845679012345,A3,rel-stack,id,43,False
2,1.28993421792984,0.979873538017273,0.7066890799529688,A3,rel-stack,id,43,False
3,1.131635770201683,0.942822128534317,0.6995149911816579,A3,rel-stack,id,43,False
4,0.8209615498781204,1.2315018773078918,0.6771384479717814,A3,rel-stack,id,43,False
5,0.4240114738543828,2.2361751794815063,0.6172288359788359,A3,rel-stack,id,43,True
1,1.3244851728280385,1.0249508023262024,0.7033959803057024,A3,rel-stack,id,44,False
2,1.3050567110379536,1.0095488727092743,0.7165913433274544,A3,rel-stack,id,44,False
3,1.2011196116606395,0.8931691199541092,0.7083333333333334,A3,rel-stack,id,44,False
4,0.9112719943126043,1.1609960496425629,0.6601906966490301,A3,rel-stack,id,44,False
5,0.49090927839279175,1.856697529554367,0.6428938859494415,A3,rel-stack,id,44,True
1,1.3102638224760692,1.0208173245191574,0.7426927175191065,A3,rel-stack,column,42,False
2,1.192269504070282,0.856476292014122,0.8042419900058788,A3,rel-stack,column,42,False
3,1.1378589272499084,1.0632617771625519,0.7958921222810112,A3,rel-stack,column,42,False
4,1.1111672868331273,0.9444505721330643,0.8179196061140506,A3,rel-stack,column,42,False
5,1.0822885185480118,0.9050938934087753,0.8283362727807172,A3,rel-stack,column,42,False
6,1.0341147234042485,0.8158156126737595,0.822990152851264,A3,rel-stack,column,42,False
7,1.0325607707103093,0.8884784430265427,0.8129225455614345,A3,rel-stack,column,42,False
8,0.9917550732692083,0.8938623815774918,0.80095348324515,A3,rel-stack,column,42,True
1,1.314718226591746,0.9997189044952393,0.7893426660787771,A3,rel-stack,column,43,False
2,1.2569213509559631,1.0986095368862152,0.7732767489711934,A3,rel-stack,column,43,False
3,1.1852602610985439,0.9299490302801132,0.8032223691945914,A3,rel-stack,column,43,False
4,1.143396760026614,0.8412981927394867,0.822990152851264,A3,rel-stack,column,43,False
5,1.1278738627831142,0.8529616296291351,0.8093125367430923,A3,rel-stack,column,43,False
6,1.0831206738948822,0.824613630771637,0.8285016166960611,A3,rel-stack,column,43,False
7,1.0790785054365795,0.7945123165845871,0.7952031893004116,A3,rel-stack,column,43,False
8,1.0310366600751877,0.7645381093025208,0.8247905643738977,A3,rel-stack,column,43,False
9,0.9783886820077896,0.8040301650762558,0.8148791152263375,A3,rel-stack,column,43,True
1,1.3077405790487926,0.9788435250520706,0.7550154320987654,A3,rel-stack,column,44,False
2,1.195401628812154,0.8084941804409027,0.797527189888301,A3,rel-stack,column,44,False
3,1.1982164879639943,0.9446966797113419,0.78125,A3,rel-stack,column,44,False
4,1.131737579902013,0.8317032009363174,0.8168907995296885,A3,rel-stack,column,44,False
5,1.0848690420389175,0.8143332153558731,0.826140873015873,A3,rel-stack,column,44,False
6,1.0755690187215805,0.8055807948112488,0.8204732510288066,A3,rel-stack,column,44,False
7,1.0398201495409012,0.7748179286718369,0.8382844650205762,A3,rel-stack,column,44,False
8,0.9838670939207077,0.8083908259868622,0.8065200617283951,A3,rel-stack,column,44,False
9,0.9409335305293401,0.8213631063699722,0.819426072898295,A3,rel-stack,column,44,False
10,0.9329100648562113,0.8125932067632675,0.804563492063492,A3,rel-stack,column,44,True
1,1.3145270744959514,1.0321058183908463,0.7255107289829511,A3,rel-stack,llm,42,False
2,1.2807913025220234,0.9662707448005676,0.7258873456790124,A3,rel-stack,llm,42,False
3,1.2043524483839672,0.9440382122993469,0.7395006613756614,A3,rel-stack,llm,42,False
4,1.166217416524887,0.9069522172212601,0.7417419900058789,A3,rel-stack,llm,42,False
5,1.12710539996624,0.8766191303730011,0.7585519547325102,A3,rel-stack,llm,42,False
6,1.0814229796330135,0.9808943569660187,0.7703740446796002,A3,rel-stack,llm,42,False
7,1.0518308132886887,0.9043728858232498,0.7725602586713698,A3,rel-stack,llm,42,False
8,1.0125753581523895,0.8679156601428986,0.7754997060552616,A3,rel-stack,llm,42,False
9,0.9480169167121252,0.8522085398435593,0.7769694297472076,A3,rel-stack,llm,42,False
10,0.9298701286315918,0.8209082186222076,0.7685001469723691,A3,rel-stack,llm,42,True
1,1.3254976272583008,1.0277595221996307,0.7204126249265138,A3,rel-stack,llm,43,False
2,1.3020294606685638,0.9793838560581207,0.7235817166372721,A3,rel-stack,llm,43,False
3,1.2055652737617493,0.9494530111551285,0.7401987801293357,A3,rel-stack,llm,43,False
4,1.1672896196444829,1.0306904911994934,0.7532976925338036,A3,rel-stack,llm,43,False
5,1.1136184732119243,0.9051796346902847,0.766166960611405,A3,rel-stack,llm,43,False
6,1.0501840263605118,0.8505819141864777,0.7754721487360376,A3,rel-stack,llm,43,False
7,0.9952275107304255,0.8963203728199005,0.7736258083480306,A3,rel-stack,llm,43,False
8,0.9637019783258438,0.8433347642421722,0.770704732510288,A3,rel-stack,llm,43,False
9,0.8881884713967642,0.8464376330375671,0.7667089212228101,A3,rel-stack,llm,43,True
1,1.3154618839422862,1.0322336703538895,0.7230305702527925,A3,rel-stack,llm,44,False
2,1.282095233599345,0.9556762427091599,0.725951646090535,A3,rel-stack,llm,44,False
3,1.1829484105110168,1.023092359304428,0.7421002351557907,A3,rel-stack,llm,44,False
4,1.1730406234661739,0.8782488405704498,0.7435699588477366,A3,rel-stack,llm,44,False
5,1.108677292863528,0.8322956711053848,0.7632550705467372,A3,rel-stack,llm,44,False
6,1.0571624437967937,0.8134780526161194,0.7658730158730158,A3,rel-stack,llm,44,False
7,1.06037537753582,0.826075404882431,0.770814961787184,A3,rel-stack,llm,44,False
8,1.0013401061296463,0.832580178976059,0.7689961787184009,A3,rel-stack,llm,44,False
9,0.9378353307644526,0.8295416235923767,0.7708884479717812,A3,rel-stack,llm,44,False
10,0.8865834573904673,0.8551501482725143,0.7772725602586714,A3,rel-stack,llm,44,True
1,0.50287959476312,0.5178183913230896,0.47508253700204167,A3,rel-trial,id,42,False
2,0.5017258003354073,0.518541157245636,0.4806490379245798,A3,rel-trial,id,42,False
3,0.49819506456454593,0.516819953918457,0.51075103087487,A3,rel-trial,id,42,False
4,0.46101783712704975,0.5711894929409027,0.518645097592466,A3,rel-trial,id,42,False
5,0.28592975561817485,0.9664289355278015,0.5028033541965431,A3,rel-trial,id,42,False
6,0.11048426292836666,1.2110831141471863,0.4955995157233547,A3,rel-trial,id,42,False
7,0.02342714776750654,1.8077294826507568,0.48947457770987185,A3,rel-trial,id,42,True
1,0.5027487352490425,0.5177035927772522,0.5001898686109213,A3,rel-trial,id,43,False
2,0.5019157429536184,0.5184192359447479,0.499352212974504,A3,rel-trial,id,43,False
3,0.4987000847856204,0.5183089375495911,0.5078516254986842,A3,rel-trial,id,43,False
4,0.46191147714853287,0.5744246244430542,0.49809014514896865,A3,rel-trial,id,43,False
5,0.2923811376094818,0.9235594570636749,0.49154526244309527,A3,rel-trial,id,43,False
6,0.12123424497743447,1.2449397444725037,0.4927246815791708,A3,rel-trial,id,43,True
1,0.5024373680353165,0.5201155543327332,0.474126492702344,A3,rel-trial,id,44,False
2,0.5016178960601488,0.5187924802303314,0.49755404554166166,A3,rel-trial,id,44,False
3,0.49854982395966846,0.5204111337661743,0.5215311004784688,A3,rel-trial,id,44,False
4,0.46092549463113147,0.5686012208461761,0.519980879114006,A3,rel-trial,id,44,False
5,0.29847149178385735,0.9047435522079468,0.5258601048074732,A3,rel-trial,id,44,False
6,0.1199313613275687,1.37577486038208,0.5233449041498577,A3,rel-trial,id,44,False
7,0.028658235135177772,1.7384281754493713,0.5278794133283298,A3,rel-trial,id,44,False
8,0.0037691023074633754,2.3716129064559937,0.530296329057939,A3,rel-trial,id,44,False
9,0.000479221324591587,2.557942271232605,0.5319023941314963,A3,rel-trial,id,44,False
10,0.00012093843846135617,2.761293411254883,0.5311808934099956,A3,rel-trial,id,44,True
1,0.5022401163975397,0.5150075256824493,0.6185897006330443,A3,rel-trial,column,42,False
2,0.4921448429425557,0.49703945219516754,0.6509410781856602,A3,rel-trial,column,42,False
3,0.4765126332640648,0.4915674477815628,0.6689316875075388,A3,rel-trial,column,42,False
4,0.4649800856908162,0.4871031194925308,0.6767989492447697,A3,rel-trial,column,42,False
5,0.463701826830705,0.4883490651845932,0.6666845366535769,A3,rel-trial,column,42,False
6,0.45695972194274265,0.48750467598438263,0.6784072480666907,A3,rel-trial,column,42,False
7,0.4522484814127286,0.4868766665458679,0.6596392943142171,A3,rel-trial,column,42,False
8,0.44389475385348004,0.48796261847019196,0.6753023378410377,A3,rel-trial,column,42,False
9,0.4375794182221095,0.47639399766921997,0.6816193782138056,A3,rel-trial,column,42,False
10,0.4371540794769923,0.48085305094718933,0.6701334441272522,A3,rel-trial,column,42,True
1,0.5019493599732717,0.5146963000297546,0.5722885645486265,A3,rel-trial,column,43,False
2,0.49262764553229016,0.5045430660247803,0.6231219760631526,A3,rel-trial,column,43,False
3,0.48076412826776505,0.4875430017709732,0.6535500962745546,A3,rel-trial,column,43,False
4,0.4743531867861748,0.4848082810640335,0.6601709264247966,A3,rel-trial,column,43,False
5,0.4687939261396726,0.48434530198574066,0.6661305670593597,A3,rel-trial,column,43,False
6,0.45832671225070953,0.4898715168237686,0.663767261290481,A3,rel-trial,column,43,False
7,0.45592571546634036,0.4776518940925598,0.6751459754555731,A3,rel-trial,column,43,False
8,0.451111376285553,0.4843900352716446,0.6771340114993365,A3,rel-trial,column,43,False
9,0.44250090171893436,0.4954613149166107,0.6759679948534437,A3,rel-trial,column,43,False
10,0.4366491412123044,0.4941113442182541,0.6617970952336277,A3,rel-trial,column,43,True
1,0.5023978824416796,0.5158864855766296,0.5991493886230729,A3,rel-trial,column,44,False
2,0.49441592892011005,0.5001431703567505,0.6205755029284441,A3,rel-trial,column,44,False
3,0.47648805131514865,0.48213987052440643,0.6721170126742883,A3,rel-trial,column,44,False
4,0.4700366382797559,0.4886677414178848,0.6567309539445763,A3,rel-trial,column,44,False
5,0.4630417649944623,0.484917014837265,0.6720142602495545,A3,rel-trial,column,44,False
6,0.45589345196882886,0.4808974266052246,0.6688423375729877,A3,rel-trial,column,44,True
1,0.5025631934404373,0.5184321701526642,0.5223419511345209,A3,rel-trial,llm,42,False
2,0.5021610955397288,0.5179254114627838,0.5574274366844028,A3,rel-trial,llm,42,False
3,0.5016190881530443,0.515472948551178,0.5960824521196039,A3,rel-trial,llm,42,False
4,0.4954691330591838,0.5097992718219757,0.6086785591429554,A3,rel-trial,llm,42,False
5,0.4820902148882548,0.4978737533092499,0.6127663186486716,A3,rel-trial,llm,42,False
6,0.4744762231906255,0.49730105698108673,0.6223625016194676,A3,rel-trial,llm,42,False
7,0.46569953113794327,0.5000056028366089,0.6337367482878319,A3,rel-trial,llm,42,False
8,0.45960503071546555,0.48363031446933746,0.6419212022927194,A3,rel-trial,llm,42,False
9,0.4589184547464053,0.4981837123632431,0.6429531940367854,A3,rel-trial,llm,42,False
10,0.4503468821446101,0.494747593998909,0.6447267902376261,A3,rel-trial,llm,42,True
1,0.5026234661539396,0.5181235373020172,0.6059489186424171,A3,rel-trial,llm,43,False
2,0.5024397944410642,0.5180919766426086,0.6163068098052618,A3,rel-trial,llm,43,False
3,0.5015764161944389,0.5179838836193085,0.6103806753961553,A3,rel-trial,llm,43,False
4,0.4942670688033104,0.5118026435375214,0.613016498465415,A3,rel-trial,llm,43,False
5,0.48263007402420044,0.5018214285373688,0.6062482409231635,A3,rel-trial,llm,43,True
1,0.5024820442001025,0.518683522939682,0.596323696942892,A3,rel-trial,llm,44,False
2,0.5021438002586365,0.5185113549232483,0.5876500520463369,A3,rel-trial,llm,44,False
3,0.5013418545325597,0.5173179507255554,0.6180580685224648,A3,rel-trial,llm,44,False
4,0.4925103311737378,0.4981687664985657,0.6032952255862473,A3,rel-trial,llm,44,False
5,0.4823727235198021,0.4991140216588974,0.6052832616300109,A3,rel-trial,llm,44,False
6,0.4743949274222056,0.49488477408885956,0.6215270797314142,A3,rel-trial,llm,44,False
7,0.4685599108537038,0.4882911592721939,0.6324322392433848,A3,rel-trial,llm,44,False
8,0.46513696511586505,0.48605574667453766,0.6371767207680521,A3,rel-trial,llm,44,False
9,0.455874169866244,0.4861191213130951,0.6488190172400699,A3,rel-trial,llm,44,False
10,0.4515902226169904,0.4925418347120285,0.6505613409638178,A3,rel-trial,llm,44,True
